"","Name","Time","Latitude","Longitude","MaxWindSpeed","CentPressure","Rainfall","Surge","RainfallCumulativeCMORPHDay0","RainfallCumulativeCMORPHDay1","RainfallCumulativeCMORPHDay2","RainfallCumulativeCMORPHDay3","RainfallCumulativeCMORPHDay4"
"433","IRENE2011","2011-08-28",40.6,-74,55,965,149.7666804,7.09,NA,NA,NA,NA,NA
"434","TALAS","2011-09-03",33.6,133.9,50,984,51,NA,223.8819442584,223.8819442584,224.3312497992,224.7527775942,224.7527775942
"435","LEE","2011-09-04",29.6,-92.1,40,986,532.384,NA,39.7576367241,42.8805534273,42.8805534273,42.8805534273,42.8805534273
"436","NATE2011","2011-09-11",20.5,-97,40,1006,3.0354167775,NA,NA,NA,NA,NA,NA
"437","MARIA2011","2011-09-16",47,-53.5,60,983,33.4819314153,NA,NA,NA,NA,NA,NA
"438","ROKE","2011-09-21",34.7,137.6,80,950,44,NA,264.311106534,265.3444399551,265.6527733146,265.661106648,290.2861095063
"439","RINA","2011-10-28",20.5,-87.2,50,996,93.8597238951,NA,52.871523,52.871523,52.9298563374,69.1763815584,72.9131871924
"440","BERYL2012","2012-05-28",30.2,-81.4,55,994,43.708334685,NA,23.5180547958,153.9319558149,158.9493166065,219.7743172455,236.8000134519
"441","GUCHOL","2012-06-19",33.4,135.5,70,960,20,NA,163.6041721539,300.8180650359,413.0222318553,413.6555651553,514.2347312367
"442","DEBBY2012","2012-06-26",29.3,-83.2,35,995,2.9493052407,4.49,3.4326389748,4.4645833482,4.4770833489,4.4770833489,4.4770833489
"443","DAMREY","2012-08-01",30.4,130.5,55,975,0,13.12,333.1152927282,343.2757083696,343.4284861437,354.082653447,355.6298756991
"444","ERNESTO2012","2012-08-08",18.7,-87.2,80,977,651.656307,1,509.7056049,510.075049245,510.075049245,510.2194936947,512.0083826877
"445","ERNESTO2012","2012-08-08",18.8,-87.7,85,973,794.730525,1,707.1381627,707.1381627,707.1492738117,707.1492738117,708.4326070521
"446","ERNESTO2012","2012-08-09",18.3,-94.6,55,989,89.519446452,1,277.1895978,295.3208460357,332.2243197651,427.1583616452,490.6930771266
"447","HELENE2012","2012-08-18",21.9,-97.7,30,1008,87.8229075,1,149.0145701487,169.5298504425,278.0937390222,280.8847113444,282.3659615922
"448","GORDON2012","2012-08-20",37,-25.1,65,984,108.55557,NA,NA,NA,NA,NA,NA
"449","ISAAC","2012-08-25",18.3,-72.7,55,991,678.434,9.19,545.668086789,635.3375241408,645.9389121408,646.6555787442,648.5007178344
"450","ISAAC","2012-08-25",20.1,-74.5,50,997,91.2166570014,9.19,89.1222193944,269.8472089284,272.7222087621,275.1416533188,275.6083201188
"451","BOLAVEN","2012-08-26",26.6,128,85,930,NA,NA,NA,NA,NA,NA,NA
"452","TEMBIN","2012-08-26",21,116.8,69.97824,970,0.7,NA,NA,NA,NA,NA,NA
"453","ISAAC","2012-08-29",28.9,-89.4,70,967,NA,9.19,893.4250023,1138.5569504832,1140.2854228053,1140.3270894723,1140.679867257
"454","ISAAC","2012-08-29",29.2,-90.2,70,966,143.9125012917,9.19,167.379865545,244.7757028467,244.7757028467,244.8090361809,244.8090361809
"455","SANBA","2012-09-11",11.4,133.4,36.93296,996,0,NA,1571.0445666,1742.473035276,2018.009845791,2234.852207091,2236.126512618
"456","SANBA","2012-09-12",13.6,130.6,60.25904,980,NA,NA,1960.625157,2076.4168120368,2107.1723661228,2107.1723661228,2107.1723661228
"457","SANBA","2012-09-13",16.3,129.6,97.192,930,2.5,NA,1116.77502,1370.516714421,1684.010475543,1708.1764503057,1776.2257492185
"458","SANBA","2012-09-14",19.1,129.8,108.85504,910,1.7,NA,575.998612584,612.4833367755,1027.9902980595,1037.5562694189,1043.6201580729
"459","SANBA","2012-09-15",26.6,128.2,90,935,36.5,NA,469.2604368,693.909070305,693.909070305,693.9174036384,695.2674034056
"460","SANBA","2012-09-16",25.6,128.2,93.30432,935,193.2,NA,31.3097227884,33.8173615344,35.7152781513,35.7152781513,53.3368093836
"461","SANBA","2012-09-17",31.4,127.8,91.36048,940,206,NA,8.079860496,8.2576382787,8.2576382787,8.2576382787,17.5131939462
"462","SANBA","2012-09-18",40.5,130.6,40.82064,994,NA,NA,11.355556446,11.355556446,11.355556446,11.355556446,11.355556446
"463","JELAWAT","2012-09-30",33.5,135.7,70,965,66,NA,113.7118155,114.4430655,114.856954395,114.856954395,114.856954395
"464","SANDY","2012-10-24",17.9,-76.6,75,971,325.882,11.48,1143.412467,1206.0506648154,1213.0235818155,1213.3041373905,1213.3041373905
"465","SANDY","2012-10-25",20,-76,100,954,430.6528246074,11.48,NA,NA,NA,NA,NA
"466","SANDY","2012-10-29",39.4,-74.4,70,945,NA,11.48,597.259691052,649.6214985954,657.5784432414,657.5846932416,657.5846932416
"467","ANDREA","2013-06-06",29.5,-83.4,50,992,362.458,NA,226.0756993314,226.3319493462,226.5611160219,226.7222271408,230.6090326065
"468","BARRY2013","2013-06-17",16.5,-88.4,30,1006,159.2472204,4,406.4048695284,457.9722327108,461.0930660508,468.804871278,469.8632048388
"469","BARRY2013","2013-06-20",19.6,-96.4,40,1003,NA,4,953.427107319,2600.211069564,2606.6256523806,2633.2062044409,2638.6006486836
"470","FERNAND2013","2013-08-26",19.5,-96.3,50,1001,303.201386745,NA,188.868748155,212.5097217561,215.5458326514,233.4958336668,239.0458341762
"471","TORAJI","2013-09-03",31.4,130.5,50,985,11.5,NA,428.194435389,432.968046351,436.388879802,437.1708244308,437.3583244308
"472","EIGHT","2013-09-06",22.3,-97.9,30,1008,99.527776032,NA,264.759016158,346.7916598938,349.5833265765,350.070826479,369.5513821575
"473","MAN-YI2013","2013-09-15",34.5,137.3,60,965,102.5,NA,166.9562592084,176.8062619464,176.8062619464,176.8062619464,177.4062619464
"474","INGRID","2013-09-16",23.7,-97.7,55,991,314.6340285441,8.2,312.1090285371,353.6333330562,353.858333073,354.0833330931,354.3208331001
"475","DANAS2013","2013-10-08",34.5,129.5,55,980,0,NA,285.3965079321,291.1451192382,302.3937303687,302.3937303687,302.3937303687
"476","ARTHUR2014","2014-07-04",34.7,-76.6,85,973,113.891694675,NA,141.405559821,141.805559829,141.883337604,143.1138934374,143.1305601045
"477","ARTHUR2014","2014-07-04",35.8,-75.5,85,973,92.4472305741,NA,92.3659805757,92.4326472447,92.4326472447,92.4326472447,92.4326472447
"478","NEOGURI","2014-07-09",32.1,130,50,980,0,NA,NA,NA,NA,NA,NA
"479","NEOGURI","2014-07-10",33.5,135.3,50,985,7.5,NA,3.1354172007,3.1354172007,3.1354172007,3.7604171277,3.7604171277
"480","BERTHA2014","2014-08-03",21.8,-71.9,40,1013,163.902076782,NA,467.4493085238,467.8270863168,468.1631974155,468.2409751947,468.2409751947
"481","HALONG2014","2014-08-09",33.5,133.8,70,965,125.5,NA,377.5374998907,378.2499999048,385.5812488068,389.5479157488,390.8854157979
"482","HALONG2014","2014-08-10",34.5,134.5,65,975,79.5,NA,11.879166768,12.5069445228,12.5680556373,18.1798613286,18.7354169286
"483","DOLLY2014","2014-09-03",22,-97.7,40,1002,445.327017819,4,NA,NA,NA,NA,NA
"484","PHANFONE2014","2014-10-05",34.7,137.7,65,965,2,NA,424.1638659,424.1638659,424.513865913,426.233310492,426.511088283
"485","PHANFONE2014","2014-10-06",34.9,138.5,65,965,14.5,NA,8.08402848,10.172917473,10.806250911,13.1402784672,17.0916674382
"486","VONGFONG","2014-10-11",26.4,128,80,950,NA,NA,NA,NA,NA,NA,NA
"487","VONGFONG","2014-10-12",31.1,130,65,970,0.5,NA,NA,NA,NA,NA,NA
"488","FAY2014","2014-10-12",32.3,-64.7,70,984,349.9694625,NA,334.1305734,334.1833511796,335.7472397847,336.3389065302,337.2139066353
"489","GONZALO","2014-10-13",17.1,-61.8,65,990,153.5499874257,NA,400.290247623,406.1687195478,408.8131641528,410.7506644275,410.7506644275
"490","GONZALO","2014-10-13",18.1,-63,75,984,282.347211912,NA,NA,NA,NA,NA,NA
"491","GONZALO","2014-10-13",18.2,-63.1,75,984,249.755537907,NA,301.8166756251,688.4416562892,689.6236008057,690.5166563529,690.5166563529
"492","VONGFONG","2014-10-13",32.9,132.4,60,975,71,NA,101.6944413747,101.6944413747,101.6944413747,101.6944413747,101.6944413747
"493","GONZALO","2014-10-18",32.3,-64.8,95,952,236.924981796,NA,49.147215765,49.1805490998,49.7499935976,49.7611047093,60.9555471735
"494","HANNA2014","2014-10-27",14.9,-83.3,35,1005,222.2375201754,NA,870.358317594,870.7791509394,870.8541509439,872.9097063639,873.6680397351
"495","ANA","2015-05-10",33.8,-78.8,40,1002,175.006,NA,193.9472299671,288.4638977211,288.7173699486,290.1757032486,290.1757032486
"496","BILL2015","2015-06-16",28.2,-96.7,50,997,11.3124987411,3.1,5.7562506411,280.9889088411,310.0111270011,310.0111270011,315.1729329411
"497","NANGKA","2015-07-16",33.4,134.1,65,965,155.5,NA,372.65835048,377.9590441056,444.44654724,453.824323488,466.0326571644
"498","HALOLA","2015-07-26",33,129.7,40,996,NA,NA,NA,NA,NA,NA,NA
"499","GONI","2015-08-23",24.3,123.9,90,940,NA,NA,898.566646026,905.6055349704,950.2020666114,950.2020666114,957.6694277529
"500","GONI","2015-08-24",32,130.1,85,945,0,NA,NA,NA,NA,NA,NA
"501","ETAU2015","2015-09-09",34.5,137.1,45,990,37,NA,0,6.2388891,12.866666919,19.880557239,32.505556143
"502","JOAQUIN","2015-10-01",23.1,-73.7,115,942,728.238885,NA,1953.81246,3701.929875,4103.89586286,4107.8396131248,4107.8396131248
"503","JOAQUIN","2015-10-02",23.6,-74.8,110,940,526.685463,NA,1493.944452,1880.586118872,1880.586118872,1880.586118872,1884.052785438
"504","JOAQUIN","2015-10-02",24.1,-74.5,110,942,205.8583302,NA,580.319403069,1053.649963608,1053.649963608,1053.649963608,1055.9805191151
"505","ALEX2016","2016-01-15",38.7,-27.1,55,986,29.758333638,NA,90.513888174,90.513888174,90.513888174,120.0555559791,184.6277791791
"506","BONNIE2016","2016-05-29",32.8,-79.8,30,1007,12.459723036,1.9,12.459723036,12.626389704,17.886806478,17.886806478,19.620139878
"507","COLIN","2016-06-07",29.8,-83.6,45,1001,445.516,NA,81.940975017,82.557641631,82.557641631,89.397225231,93.661114239
"508","DANIELLE2016","2016-06-20",21.2,-97.4,35,1009,104.327780568,NA,513.645137544,631.598608929,634.2006923622,634.2006923622,634.5381923724
"509","EARL2016","2016-08-04",17.4,-87.8,75,979,154.1388940131,NA,387.6222187131,387.6222187131,387.6777742701,387.6777742701,387.6777742701
"510","EARL2016","2016-08-04",17.4,-88.3,75,979,188.477796738,NA,491.950028472,492.038917365,493.294472832,493.294472832,493.294472832
"511","EARL2016","2016-08-06",19,-96,50,999,283.7618122488,NA,NA,NA,NA,NA,NA
"512","CONSON2016","2016-08-14",43.3,145.5,40,988,7.5,NA,28.1944414494,47.2826365143,125.8381961463,132.6875018007,244.8375030594
"513","CHANTHU","2016-08-17",41.8,143,55,980,0,NA,NA,NA,NA,NA,NA
"514","KOMPASU2016","2016-08-21",42.9,144.1,35,1002,0,NA,73.5923646282,162.0361151475,162.4972262526,162.4972262526,162.7833373596
"515","MINDULLE","2016-08-22",34.8,139.8,65,975,145.5,NA,144.136105791,171.858331449,171.949998117,172.016664786,172.016664786
"516","LIONROCK","2016-08-30",38.8,142,65,965,NA,NA,NA,NA,NA,NA,NA
"517","HERMINE2016","2016-09-02",30.1,-84.1,70,981,NA,3.4,137.4361195995,185.1902926254,202.3069595073,237.7909869903,237.7909869903
"518","NAMTHEUN2016","2016-09-04",32.8,129.7,35,1000,1,NA,41.372922591,41.372922591,41.7562559334,44.6430613632,45.4451446032
"519","JULIA","2016-09-13",27.3,-80.2,30,1010,454.152,NA,52.8777818691,52.8777818691,52.8777818691,160.0333388691,160.0333388691
"520","MALAKAS","2016-09-19",31.1,130.5,75,955,11,NA,295.540281525,296.658337257,299.0409761073,300.1500038793,300.4152816687
"521","MALAKAS","2016-09-20",33.3,134.1,70,970,52,NA,81.8131934112,112.420831926,139.7319427974,194.5673590482,470.9715342699
"522","CHABA2016","2016-09-26",15.8,158.1,29.1576,1008,3,5.15,27.0055546878,78.2284731414,344.3868131754,497.0048697207,522.5479255671
"523","CHABA2016","2016-09-27",14.7,153.1,29.1576,1006,3.5,5.15,72.6319391601,135.1499953281,163.8722194221,211.6055516571,308.5604143491
"524","CHABA2016","2016-09-28",14.5,146.8,38.8768,996,61.8,5.15,35.2944450204,65.3944450404,73.233334152,118.3833311928,152.3388874038
"525","CHABA2016","2016-09-29",14.2,140.6,44.70832,992,24.2,5.15,222.488893446,330.7777860351,334.4138972475,400.7451503475,449.0500157616
"526","CHABA2016","2016-09-30",13.5,138,46.65216,990,21,5.15,NA,NA,NA,NA,NA
"527","CHABA2016","2016-10-01",17.7,133.3,62.20288,975,5,5.15,454.0645926,454.3791759318,611.7097233318,634.2604161138,634.3770827838
"528","CHABA2016","2016-10-02",21.8,129.3,87.4728,945,0,5.15,461.675041386,461.7312913902,471.2417083902,472.6021248282,472.6021248282
"529","CHABA2016","2016-10-03",25.8,126.7,97.192,930,0,5.15,471.250701576,480.806257713,481.258341039,492.020841249,496.8937577877
"530","MATTHEW2016","2016-10-04",18.3,-74.3,130,935,1207.388214,5.85,1182.809742,1264.861128765,1265.1027954414,1268.0069621484,1268.0152954818
"531","CHABA2016","2016-10-04",26.8,126.4,97.192,930,16.6,5.15,36.0659725476,36.0659725476,36.0659725476,71.247918681,78.1993063734
"532","MATTHEW2016","2016-10-05",20.1,-74.3,115,949,332.260422,5.85,847.8208722,968.6549051532,968.6549051532,969.0632384982,969.0632384982
"533","CHABA2016","2016-10-05",31.9,126,83.58512,950,158.5,5.15,NA,NA,NA,NA,NA
"534","CHABA2016","2016-10-06",42.2,141.8,NA,994,NA,5.15,0,1.41666681,10.628472393,10.628472393,10.628472393
"535","MATTHEW2016","2016-10-07",26.7,-79,115,937,345.931936893,5.85,NA,NA,NA,NA,NA
"536","MATTHEW2016","2016-10-08",33,-79.5,75,967,264.800004393,5.85,NA,NA,NA,NA,NA
"537","OTTO","2016-11-24",11,-83.8,100,975,434.0951465922,NA,NA,NA,NA,NA,NA
"538","BRET2017","2017-06-20",10.1,-61.1,45,1008,NA,NA,448.61042406,451.8138963831,453.9882019671,480.4986203322,492.5180649087
"539","BRET2017","2017-06-20",10.6,-62.6,45,1008,NA,NA,311.3896029675,329.1743259795,332.7882145575,350.5152987045,353.1819657513
"540","CINDY2017","2017-06-22",29.8,-93.7,45,991,340.969464024,NA,147.235422024,147.235422024,150.8916723381,155.4097280226,235.9437604176
"541","NANMADOL","2017-07-03",32.7,130,55,985,NA,NA,NA,NA,NA,NA,NA
"542","NANMADOL","2017-07-04",33.2,132.3,50,990,14.5,NA,134.595834,549.1812436047,683.5749949578,707.147912724,708.0284683284
"543","EMILY2017","2017-07-31",27.5,-82.7,50,1001,367.0444623441,15,367.0444623441,368.5965458475,449.2180771158,491.1562749255,491.1562749255
"544","NORU","2017-08-05",30.3,130.4,60,970,0,NA,361.940282421,450.9958351164,451.6986129009,456.6597243009,456.6597243009
"545","NORU","2017-08-06",30.7,130.9,60,970,NA,NA,250.949990748,250.949990748,250.9611018597,251.3277685527,252.9138796155
"546","NORU","2017-08-07",33.3,134.2,60,970,83,NA,111.3520776,111.3520776,111.8117998326,112.8617998227,112.8617998227
"547","FRANKLIN","2017-08-08",19.1,-87.6,50,995,NA,NA,322.647232014,344.340981336,344.4409813494,348.8868148119,348.8868148119
"548","FRANKLIN","2017-08-10",20,-96.6,70,990,106.239585669,NA,NA,NA,NA,NA,NA
"549","HARVEY2017","2017-08-18",13.1,-59.6,40,1004,NA,NA,682.16600364,683.6882257668,683.8160035458,683.8160035458,683.8160035458
"550","HARVEY2017","2017-08-18",13.2,-61.2,40,1004,498.045846642,NA,502.393763805,504.3576527181,505.3715416551,505.3715416551,505.3715416551
"551","HARVEY2017","2017-08-26",28,-96.9,115,937,257.6444472,NA,NA,NA,NA,NA,NA
"552","HARVEY2017","2017-08-26",28.2,-97.1,105,948,213.3812574,NA,473.690281167,498.8486117454,499.1986117494,499.1986117494,499.1986117494
"553","HARVEY2017","2017-08-30",29.8,-93.5,40,991,135.069443745,NA,106.661804445,107.055554454,107.055554454,107.055554454,107.055554454
"554","IRMA","2017-09-06",17.7,-61.8,155,914,550.164,NA,598.584087696,604.487559828,606.099365454,730.7396406642,731.4715851282
"555","IRMA","2017-09-06",18.1,-63.1,155,914,NA,NA,1157.2861110954,1181.2951389951,1181.2951389951,1308.7506955839,1317.827084799
"556","IRMA","2017-09-06",18.5,-64.4,155,915,224.258336304,NA,659.856248904,761.73125397,761.73125397,763.6993097478,764.2013930832
"557","IRMA","2017-09-08",21.5,-73,135,924,744.175032012,NA,NA,NA,NA,NA,NA
"558","KATIA","2017-09-09",20.6,-97.1,65,990,NA,NA,54.3729213216,194.8583441007,196.9916773377,196.9916773377,196.9916773377
"559","IRMA","2017-09-09",22.3,-77.9,145,924,306.577785,NA,629.7680742,793.120856766,793.3458567831,818.8729436211,818.8812769545
"560","IRMA","2017-09-10",24.7,-81.5,115,931,282.015980145,NA,281.193757905,282.957646848,282.957646848,282.957646848,282.957646848
"561","IRMA","2017-09-10",25.9,-81.7,100,936,125.839587342,NA,439.918758,445.6972305828,446.0333417088,448.8458413308,448.8875079978
"562","TALIM","2017-09-17",31,130.3,55,975,5,NA,NA,NA,NA,NA,NA
"563","MARIA2017","2017-09-19",15.4,-61.3,145,922,450.6222123,NA,923.737474545,946.6277514411,956.6444186805,957.256918704,957.256918704
"564","MARIA2017","2017-09-20",18,-65.9,135,920,442.313852076,NA,NA,NA,NA,NA,NA
"565","NATE2017","2017-10-05",13.9,-83.5,35,999,40.6937535,NA,190.8020871,198.3881983572,247.4763891087,251.8006948944,260.840278704
"566","NATE2017","2017-10-08",29.1,-89.2,75,983,37.374999,NA,23.6854181484,46.9687522944,50.5006966479,50.5006966479,50.5006966479
"567","NATE2017","2017-10-08",30.4,-89,65,984,123.3625026,NA,NA,NA,NA,NA,NA
"568","OPHELIA2017","2017-10-16",51.9,-10.4,70,957,NA,NA,25.8298601589,25.8298601589,60.9562508973,231.3902910693,265.0451525523
"569","LAN","2017-10-22",34.7,138.1,80,950,174,NA,132.2750001894,137.7611119944,145.8472228641,148.6305563241,148.6305563241
"570","PHILIPPE","2017-10-28",22.2,-81.6,35,1000,277.622,NA,526.8694497735,526.8694497735,527.2027830735,531.0756999252,532.8194500746
"571","SAOLA","2017-10-28",26.6,128.2,60,975,9,NA,37.3965290523,37.3965290523,37.3965290523,37.6131957186,37.6131957186
"572","ALBERTO2018","2018-05-28",30.3,-86,40,992,217.733349576,NA,NA,NA,NA,NA,NA
"573","AMPIL","2018-07-20",26.6,128.3,50,985,0,NA,34.000001148,113.4799989228,113.4799989228,113.4799989228,113.4799989228
"574","JONGDARI","2018-07-28",34.5,136.7,65,970,0.5,NA,52.8400005696,52.8400005696,52.8400005696,52.8400005696,52.8400005696
"575","JONGDARI","2018-07-29",33.8,131.2,40,992,52,NA,38.409996582,38.409996582,38.409996582,38.409996582,38.409996582
"576","LEEPI","2018-08-14",32.4,131.9,40,998,4.5,NA,266.469979158,342.7999817286,399.7899797298,402.7399795656,403.079979561
"577","CIMARON","2018-08-23",33.8,134.6,75,970,18,NA,384.0099820932,389.9099820648,389.9099820648,389.9099820648,389.9099820648
"578","SOULIK","2018-08-23",32.3,126,77.7536,955,265.4,NA,NA,NA,NA,NA,NA
"579","GORDON2018","2018-09-03",25,-80.5,45,1006,312.4399827,NA,NA,NA,NA,NA,NA
"580","GORDON2018","2018-09-03",25.2,-80.9,45,1006,105.770004699,NA,328.1399993964,328.1899993944,329.7099993708,333.8099994528,342.3199994208
"581","JEBI","2018-09-04",33.3,134.2,85,950,41,NA,63.009997773,63.009997773,116.9099990412,139.0399996956,345.8399950806
"582","GORDON2018","2018-09-05",30.4,-88.5,60,996,166.309984671,NA,406.799985393,417.899985597,435.9799870734,440.2599871728,440.2599871728
"583","FLORENCE2018","2018-09-14",34.2,-77.8,80,956,365.7699846,6,354.349986,664.1799699,908.709959685,911.6599596372,939.2499554286
"584","KIRK","2018-09-28",13.8,-60.9,45,1002,20.1399978924,NA,81.9799958844,83.0499958824,83.0499958824,83.0499958824,83.5599958494
"585","KONG-REY","2018-09-30",15,137.2,68.0344,970,NA,NA,NA,NA,NA,NA,NA
"586","TRAMI","2018-09-30",33.8,135.5,80,960,47,NA,165.0099957954,165.0099957954,165.7299956916,191.4099965856,201.2399966538
"587","MICHAEL","2018-10-10",30,-85.5,140,919,330.454,NA,NA,NA,NA,NA,NA
"588","BARRY2019","2019-07-13",29.6,-92.2,65,993,30.389999979,4,153.559997679,349.219996965,377.8799955348,377.8799955348,377.8799955348
"589","NARI2019","2019-07-26",34.1,136.3,35,1000,0,NA,45.0299989962,80.6699993892,80.6699993892,80.7499993878,97.8000007668
"590","FRANCISCO","2019-08-01",18.4,154,23.32608,1004,NA,NA,NA,NA,NA,NA,NA
"591","FRANCISCO","2019-08-02",21.8,151.2,36.93296,998,NA,NA,93.380001498,247.7700048948,296.000004075,296.790004062,296.790004062
"592","FRANCISCO","2019-08-03",26.3,146.1,40.82064,994,NA,NA,270.419993598,277.329993471,277.52999346,277.52999346,278.91999345
"593","FRANCISCO","2019-08-04",29.5,140.1,46.65216,990,NA,NA,136.380002037,136.380002037,136.380002037,136.380002037,136.380002037
"594","FRANCISCO","2019-08-05",31.9,131.5,70,970,NA,NA,212.829983784,223.409984247,224.01998424,224.069984238,230.8699841364
"595","FRANCISCO","2019-08-06",31.8,131.8,62.20288,975,NA,NA,7.1499998862,7.6299998778,7.649999877,9.899999865,9.899999865
"596","FRANCISCO","2019-08-07",36.7,128.7,29.1576,1000,NA,NA,0,83.4799973928,83.4799973928,83.8999973712,84.0799973676
"597","KROSA","2019-08-15",33.4,132.3,50,975,101.5,NA,16.5299984964,20.5199987964,22.9799985774,58.9899998514,227.3099930154
"598","DORIAN","2019-08-27",13.1,-59.4,45,1005,580.136,NA,325.539991689,325.539991689,325.539991689,325.539991689,325.539991689
"599","DORIAN","2019-08-27",14,-60.9,45,1005,386.334,NA,NA,NA,NA,NA,NA
"600","DORIAN","2019-08-28",17.8,-64.6,65,995,163.83,NA,408.439979967,431.3799788082,431.439978807,431.439978807,431.439978807
"601","DORIAN","2019-08-28",18.4,-65.1,70,993,NA,NA,424.9100040942,648.2000062386,656.520006312,656.740006302,656.740006302
"602","DORIAN","2019-09-01",26.5,-77,160,910,875.790005997,NA,NA,NA,NA,NA,NA
"603","DORIAN","2019-09-02",26.6,-77.8,155,914,597.3199809,NA,1931.370024,3400.0200237,3501.350021607,3533.090021604,3533.090021604
"604","FERNAND2019","2019-09-04",24.2,-97.7,40,1003,289.7399776992,NA,369.0199726992,370.9999725936,380.7399719856,380.7399719856,380.9799719844
"605","DORIAN","2019-09-06",35.2,-75.6,85,956,144.7800039,NA,426.880018782,426.880018782,427.8800188764,455.0100173724,455.0300173716
"606","FAXAI","2019-09-08",35.1,139.5,80,960,NA,NA,491.310005697,491.310005697,491.3400056958,491.3500056954,499.5500056998
"607","IMELDA","2019-09-17",28.9,-95.4,40,1003,1124.966,NA,533.0800069854,2024.0399965824,3083.709956694,3181.2399526662,3181.2399526662
"608","KAREN2019","2019-09-24",18.1,-65.4,40,1004,78.74,NA,261.5099972448,328.20999384,352.9599950748,356.5999951524,380.679994497
"609","KAREN2019","2019-09-24",18.3,-65.3,40,1004,83.609998437,NA,85.3799984832,98.1099974166,106.4099983788,108.5699983608,119.2399979322
"610","HAGIBIS","2019-10-12",34.6,138.7,80,955,79.5,NA,331.71000009,343.5199994466,351.7799990802,388.4499974598,396.6799975398
