"","X","h_name","h_id","datetime","lat","lon","radius","windspeed_max","pressure_min","wind_34_ne","wind_34_se","wind_34_sw","wind_50_ne","wind_50_se","wind_50_sw","wind_50_nw","wind_64_ne","wind_64_se","wind_64_sw","wind_64_nw","rainfall","year","name_lower"
"1",1,"ALBERTO","AL011994","1994-07-03 15:00:00","30.4N","86.5W",0,55,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1994","alberto"
"2",2,"ALBERTO","AL012006","2006-06-13 16:00:00","29.9N","83.7W",0,40,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2006","alberto"
"3",3,"ALBERTO","AL012018","2018-05-28 21:00:00","30.3N","86.0W",80,40,992,80,60,60,0,0,0,0,0,0,0,0,0,"2018","alberto"
"4",4,"ALEX","AL012010","2010-06-27 00:00:00","17.5N","88.2W",90,55,995,90,75,30,0,0,15,0,0,0,0,0,518.997,"2010","alex"
"5",5,"ALEX","AL012010","2010-07-01 02:00:00","24.2N","97.7W",180,95,946,180,180,120,90,90,60,50,50,50,50,15,0,"2010","alex"
"6",6,"ALEX","AL012016","2016-01-15 13:00:00","38.7N","27.1W",400,55,986,400,300,150,180,180,30,40,0,0,0,0,0,"2016","alex"
"7",7,"ALICIA","AL031983","1983-08-18 07:00:00","29.1N","95.1W",0,100,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1983","alicia"
"8",8,"ALLISON","AL011995","1995-06-05 14:00:00","29.9N","84.4W",0,60,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1995","allison"
"9",9,"ALLISON","AL011995","1995-06-05 15:00:00","30.1N","84.2W",0,55,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1995","allison"
"10",10,"ALLISON","AL012001","2001-06-05 21:00:00","28.9N","95.3W",0,45,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2001","allison"
"11",11,"ALLISON","AL012001","2001-06-11 02:00:00","29.6N","91.6W",0,30,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2001","allison"
"12",12,"ALLISON","AL021989","1989-06-26 13:00:00","28.7N","95.7W",0,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1989","allison"
"13",13,"ALPHA","AL262005","2005-10-23 10:00:00","18.3N","71.3W",0,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","alpha"
"14",14,"ANA","AL012015","2015-05-10 10:00:00","33.8N","78.8W",110,40,1002,70,110,40,0,0,0,0,0,0,0,0,0,"2015","ana"
"15",15,"ANDREA","AL012013","2013-06-06 22:00:00","29.5N","83.4W",120,50,992,80,120,60,30,30,0,0,0,0,0,0,0,"2013","andrea"
"16",16,"ANDREW","AL041992","1992-08-23 21:00:00","25.4N","76.6W",0,140,923,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1992","andrew"
"17",17,"ANDREW","AL041992","1992-08-24 01:00:00","25.4N","77.8W",0,130,931,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1992","andrew"
"18",18,"ANDREW","AL041992","1992-08-24 08:00:00","25.5N","80.2W",0,145,926,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1992","andrew"
"19",19,"ANDREW","AL041992","1992-08-24 09:00:00","25.5N","80.3W",0,145,922,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1992","andrew"
"20",20,"ANDREW","AL041992","1992-08-26 08:00:00","29.6N","91.5W",0,100,956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1992","andrew"
"21",21,"ARLENE","AL012005","2005-06-10 08:00:00","21.8N","84.5W",0,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","arlene"
"22",22,"ARLENE","AL012005","2005-06-11 19:00:00","30.3N","87.5W",0,50,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","arlene"
"23",23,"ARLENE","AL012011","2011-06-30 13:00:00","21.6N","97.4W",120,55,993,80,120,80,50,50,0,0,0,0,0,0,0,"2011","arlene"
"24",24,"ARLENE","AL021993","1993-06-20 09:00:00","27.1N","97.4W",0,35,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1993","arlene"
"25",25,"ARTHUR","AL011996","1996-06-20 00:00:00","34.7N","76.4W",0,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1996","arthur"
"26",26,"ARTHUR","AL012008","2008-05-31 09:00:00","17.9N","88.2W",200,40,1004,200,75,0,0,0,0,0,0,0,0,0,0,"2008","arthur"
"27",27,"ARTHUR","AL012014","2014-07-04 03:00:00","34.7N","76.6W",130,85,973,110,130,60,50,50,50,30,30,30,30,20,0,"2014","arthur"
"28",28,"ARTHUR","AL012014","2014-07-04 08:00:00","35.8N","75.5W",110,85,973,100,110,40,50,50,50,30,30,30,30,20,0,"2014","arthur"
"29",29,"BARRY","AL021995","1995-07-09 21:00:00","45.3N","61.0W",0,50,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1995","barry"
"30",30,"BARRY","AL021995","1995-07-09 22:00:00","45.6N","60.8W",0,45,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1995","barry"
"31",31,"BARRY","AL022007","2007-06-02 14:00:00","27.5N","82.7W",0,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,"2007","barry"
"32",32,"BARRY","AL022013","2013-06-17 22:00:00","16.5N","88.4W",0,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,"2013","barry"
"33",33,"BARRY","AL022013","2013-06-20 11:00:00","19.6N","96.4W",70,40,1003,70,50,30,0,0,0,0,0,0,0,0,0,"2013","barry"
"34",34,"BARRY","AL022019","2019-07-13 15:00:00","29.6N","92.2W",150,65,993,90,150,70,60,60,0,0,40,40,40,0,0,"2019","barry"
"35",35,"BARRY","AL032001","2001-08-06 05:00:00","30.4N","86.3W",0,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2001","barry"
"36",36,"BARRY","AL041983","1983-08-25 11:00:00","27.9N","80.6W",0,30,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1983","barry"
"37",37,"BARRY","AL041983","1983-08-28 17:00:00","25.4N","97.4W",0,70,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1983","barry"
"38",38,"BERTHA","AL021996","1996-07-12 20:00:00","34.3N","77.8W",0,90,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1996","bertha"
"39",39,"BERTHA","AL022002","2002-08-05 02:00:00","29.4N","89.3W",0,35,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2002","bertha"
"40",40,"BERTHA","AL022002","2002-08-09 08:00:00","27.3N","97.4W",0,20,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2002","bertha"
"41",41,"BERTHA","AL032014","2014-08-03 14:00:00","21.8N","71.9W",140,40,1013,140,100,50,0,0,0,0,0,0,0,0,0,"2014","bertha"
"42",42,"BERYL","AL022012","2012-05-28 04:00:00","30.2N","81.4W",100,55,994,100,100,80,40,40,0,30,0,0,0,0,0,"2012","beryl"
"43",43,"BERYL","AL031994","1994-08-16 00:00:00","30.0N","85.6W",0,50,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1994","beryl"
"44",44,"BERYL","AL032006","2006-07-21 06:00:00","41.3N","70.1W",0,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12.424,"2006","beryl"
"45",45,"BETA","AL272005","2005-10-30 12:00:00","12.9N","83.5W",50,90,970,50,50,50,25,25,25,25,15,15,15,15,216.195,"2005","beta"
"46",46,"BILL","AL022015","2015-06-16 16:00:00","28.2N","96.7W",130,50,997,130,130,30,20,20,0,0,0,0,0,0,0,"2015","bill"
"47",47,"BILL","AL032003","2003-06-30 19:00:00","29.3N","91.0W",0,50,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2003","bill"
"48",48,"BILL","AL032009","2009-08-24 03:00:00","46.9N","56.0W",250,60,976,225,250,150,100,100,60,75,0,0,0,0,0,"2009","bill"
"49",49,"BOB","AL021985","1985-07-25 03:00:00","32.2N","80.5W",0,65,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1985","bob"
"50",50,"BOB","AL031991","1991-08-19 17:00:00","41.2N","71.6W",0,90,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1991","bob"
"51",51,"BOB","AL031991","1991-08-19 18:00:00","41.4N","71.4W",0,85,964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1991","bob"
"52",52,"BOB","AL031991","1991-08-20 01:00:00","44.1N","69.1W",0,60,981,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1991","bob"
"53",53,"BONNIE","AL021986","1986-06-26 10:00:00","29.6N","94.2W",0,75,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1986","bonnie"
"54",54,"BONNIE","AL021998","1998-08-27 04:00:00","34.4N","77.7W",0,95,964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1998","bonnie"
"55",55,"BONNIE","AL022004","2004-08-12 14:00:00","29.6N","85.1W",0,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2004","bonnie"
"56",56,"BONNIE","AL022016","2016-05-29 12:00:00","32.8N","79.8W",0,30,1007,0,0,0,0,0,0,0,0,0,0,0,39.6,"2016","bonnie"
"57",57,"BONNIE","AL032010","2010-07-22 23:00:00","23.0N","75.7W",30,35,1006,30,0,0,0,0,0,0,0,0,0,0,0,"2010","bonnie"
"58",58,"BONNIE","AL032010","2010-07-23 05:00:00","23.7N","77.5W",70,40,1005,70,0,40,0,0,0,0,0,0,0,0,0,"2010","bonnie"
"59",59,"BONNIE","AL032010","2010-07-23 14:00:00","25.4N","80.2W",75,35,1007,75,40,40,0,0,0,0,0,0,0,0,0,"2010","bonnie"
"60",60,"BRET","AL022005","2005-06-29 12:00:00","20.8N","97.3W",30,35,1005,30,30,30,0,0,0,0,0,0,0,0,175.411,"2005","bret"
"61",61,"BRET","AL022017","2017-06-20 02:00:00","10.1N","61.1W",100,45,1008,100,0,80,0,0,0,0,0,0,0,0,0,"2017","bret"
"62",62,"BRET","AL022017","2017-06-20 09:00:00","10.6N","62.6W",120,45,1008,120,0,90,0,0,0,0,0,0,0,0,0,"2017","bret"
"63",63,"BRET","AL031993","1993-08-07 07:00:00","10.8N","60.8W",0,50,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1993","bret"
"64",64,"BRET","AL031993","1993-08-07 10:00:00","10.8N","61.8W",0,50,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1993","bret"
"65",65,"BRET","AL031993","1993-08-08 08:00:00","11.0N","68.3W",0,40,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1993","bret"
"66",66,"BRET","AL031993","1993-08-10 17:00:00","11.1N","83.8W",0,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1993","bret"
"67",67,"BRET","AL031999","1999-08-23 00:00:00","26.9N","97.4W",0,100,951,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1999","bret"
"68",68,"CESAR","AL031996","1996-07-28 04:00:00","12.2N","83.9W",0,75,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1996","cesar"
"69",69,"CHANTAL","AL041989","1989-08-01 13:00:00","29.6N","94.4W",0,70,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1989","chantal"
"70",70,"CHANTAL","AL042001","2001-08-21 02:00:00","18.1N","87.8W",0,60,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2001","chantal"
"71",71,"CHARLEY","AL031998","1998-08-22 10:00:00","27.8N","97.1W",0,40,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1998","charley"
"72",72,"CHARLEY","AL032004","2004-08-13 04:00:00","22.7N","82.6W",0,105,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2004","charley"
"73",73,"CHARLEY","AL032004","2004-08-13 19:00:00","26.6N","82.2W",0,130,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2004","charley"
"74",74,"CHARLEY","AL032004","2004-08-13 20:00:00","26.9N","82.1W",0,125,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2004","charley"
"75",75,"CHARLEY","AL032004","2004-08-14 14:00:00","33.0N","79.4W",0,70,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2004","charley"
"76",76,"CHARLEY","AL032004","2004-08-14 16:00:00","33.8N","78.7W",0,65,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2004","charley"
"77",77,"CHARLEY","AL051986","1986-08-17 14:00:00","34.7N","76.5W",0,65,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1986","charley"
"78",78,"CHARLEY","AL061992","1992-09-27 10:00:00","38.0N","28.0W",0,55,981,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1992","charley"
"79",79,"CHRIS","AL031988","1988-08-28 15:00:00","32.0N","80.9W",0,40,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1988","chris"
"80",80,"CINDY","AL032005","2005-07-04 03:00:00","19.0N","87.6W",0,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,"2005","cindy"
"81",81,"CINDY","AL032005","2005-07-06 03:00:00","29.2N","90.1W",0,65,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","cindy"
"82",82,"CINDY","AL032005","2005-07-06 09:00:00","30.2N","89.5W",0,45,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","cindy"
"83",83,"CINDY","AL032017","2017-06-22 07:00:00","29.8N","93.7W",100,45,991,80,100,50,0,0,0,0,0,0,0,0,0,"2017","cindy"
"84",84,"CINDY","AL041993","1993-08-14 18:00:00","14.5N","60.9W",0,35,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1993","cindy"
"85",85,"CINDY","AL041993","1993-08-16 21:00:00","18.3N","71.0W",0,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1993","cindy"
"86",86,"CLAUDETTE","AL042003","2003-07-11 10:00:00","20.8N","86.9W",0,50,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2003","claudette"
"87",87,"CLAUDETTE","AL042003","2003-07-15 15:00:00","28.3N","96.2W",0,80,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2003","claudette"
"88",88,"CLAUDETTE","AL042009","2009-08-17 05:00:00","30.4N","86.5W",0,40,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2009","claudette"
"89",89,"COLIN","AL032016","2016-06-07 02:00:00","29.8N","83.6W",200,45,1001,100,200,0,0,0,0,0,0,0,0,0,0,"2016","colin"
"90",90,"DANIELLE","AL042016","2016-06-20 22:00:00","21.2N","97.4W",50,35,1009,50,50,0,0,0,0,0,0,0,0,0,0,"2016","danielle"
"91",91,"DANIELLE","AL071992","1992-09-25 22:00:00","37.8N","75.5W",0,55,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1992","danielle"
"92",92,"DANNY","AL041985","1985-08-15 16:00:00","29.6N","92.7W",0,80,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1985","danny"
"93",93,"DANNY","AL051997","1997-07-18 09:00:00","29.3N","89.7W",0,65,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1997","danny"
"94",94,"DANNY","AL051997","1997-07-19 10:00:00","30.2N","88.1W",0,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1997","danny"
"95",95,"DANNY","AL051997","1997-07-19 18:00:00","30.4N","87.9W",0,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1997","danny"
"96",96,"DEAN","AL041995","1995-07-31 02:00:00","29.2N","95.3W",0,40,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1995","dean"
"97",97,"DEAN","AL042007","2007-08-21 08:00:00","18.7N","87.7W",0,150,905,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2007","dean"
"98",98,"DEAN","AL042007","2007-08-22 16:00:00","20.5N","97.0W",0,85,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2007","dean"
"99",99,"DEAN","AL051989","1989-08-08 13:00:00","46.9N","55.9W",0,55,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1989","dean"
"100",100,"DEBBY","AL041988","1988-09-03 00:00:00","20.7N","97.3W",0,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1988","debby"
"101",101,"DEBBY","AL042012","2012-06-26 21:00:00","29.3N","83.2W",150,35,995,50,150,30,0,0,0,0,0,0,0,0,0,"2012","debby"
"102",102,"DEBBY","AL061994","1994-09-10 03:00:00","14.0N","61.0W",0,55,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1994","debby"
"103",103,"DEBBY","AL072000","2000-08-22 06:00:00","17.5N","61.7W",0,65,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2000","debby"
"104",104,"DEBBY","AL072000","2000-08-22 09:00:00","17.9N","62.8W",0,65,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2000","debby"
"105",105,"DEBBY","AL072000","2000-08-22 15:00:00","18.5N","64.4W",0,65,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2000","debby"
"106",106,"DENNIS","AL042005","2005-07-04 21:00:00","12.1N","61.6W",0,30,1010,0,0,0,0,0,0,0,0,0,0,0,0,"2005","dennis"
"107",107,"DENNIS","AL042005","2005-07-08 02:00:00","19.9N","77.6W",0,120,956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","dennis"
"108",108,"DENNIS","AL042005","2005-07-08 18:00:00","22.1N","80.7W",0,120,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,829.649,"2005","dennis"
"109",109,"DENNIS","AL042005","2005-07-10 19:00:00","30.4N","87.1W",0,105,946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","dennis"
"110",110,"DENNIS","AL051999","1999-08-28 07:00:00","26.6N","76.8W",0,75,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1999","dennis"
"111",111,"DENNIS","AL051999","1999-09-04 21:00:00","34.8N","76.5W",0,60,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1999","dennis"
"112",112,"DIANA","AL051990","1990-08-05 20:00:00","19.0N","87.6W",0,55,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1990","diana"
"113",113,"DIANA","AL051990","1990-08-07 19:00:00","20.9N","97.0W",0,85,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1990","diana"
"114",114,"DIANA","AL101984","1984-09-13 07:00:00","33.9N","78.0W",0,80,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1984","diana"
"115",115,"DOLLY","AL041996","1996-08-20 17:00:00","19.1N","87.7W",0,65,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1996","dolly"
"116",116,"DOLLY","AL041996","1996-08-23 12:00:00","21.6N","97.7W",0,70,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1996","dolly"
"117",117,"DOLLY","AL042008","2008-07-21 05:00:00","20.8N","87.0W",150,45,1007,150,150,150,0,0,0,0,0,0,0,0,0,"2008","dolly"
"118",118,"DOLLY","AL042008","2008-07-23 18:00:00","26.4N","97.2W",120,75,967,120,120,45,40,40,30,30,30,30,30,20,234.717,"2008","dolly"
"119",119,"DOLLY","AL042008","2008-07-23 20:00:00","26.4N","97.4W",120,70,967,120,120,45,40,40,30,30,30,30,30,20,0,"2008","dolly"
"120",120,"DOLLY","AL052014","2014-09-03 04:00:00","22.0N","97.7W",120,40,1002,120,100,0,0,0,0,0,0,0,0,0,0,"2014","dolly"
"121",121,"DON","AL042011","2011-07-30 02:00:00","27.3N","97.4W",0,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,"2011","don"
"122",122,"DORIAN","AL052019","2019-08-27 01:00:00","13.1N","59.4W",40,45,1005,40,30,40,0,0,0,0,0,0,0,0,0,"2019","dorian"
"123",123,"DORIAN","AL052019","2019-08-27 11:00:00","14.0N","60.9W",40,45,1005,40,30,40,0,0,0,0,0,0,0,0,0,"2019","dorian"
"124",124,"DORIAN","AL052019","2019-08-28 15:00:00","17.8N","64.6W",70,65,995,70,40,50,20,20,0,20,10,10,10,0,0,"2019","dorian"
"125",125,"DORIAN","AL052019","2019-08-28 18:00:00","18.4N","65.1W",70,70,993,70,40,50,30,30,0,20,15,15,15,0,201.68,"2019","dorian"
"126",126,"DORIAN","AL052019","2019-09-01 16:00:00","26.5N","77.0W",110,160,910,110,110,90,60,60,50,50,35,35,35,25,0,"2019","dorian"
"127",127,"DORIAN","AL052019","2019-09-02 02:00:00","26.6N","77.8W",120,155,914,120,120,100,70,70,50,50,40,40,40,25,0,"2019","dorian"
"128",128,"DORIAN","AL052019","2019-09-06 12:00:00","35.2N","75.6W",190,85,956,190,190,80,110,110,80,70,50,50,50,40,271.81,"2019","dorian"
"129",129,"EARL","AL051998","1998-09-03 06:00:00","30.1N","85.7W",0,70,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1998","earl"
"130",130,"EARL","AL052016","2016-08-04 04:00:00","17.4N","87.8W",120,75,979,120,80,80,50,50,0,30,15,15,15,15,0,"2016","earl"
"131",131,"EARL","AL052016","2016-08-04 06:00:00","17.4N","88.3W",120,75,979,120,80,80,50,50,0,30,20,20,20,20,445.499,"2016","earl"
"132",132,"EARL","AL052016","2016-08-06 02:00:00","19.0N","96.0W",110,50,999,110,70,110,30,30,0,0,0,0,0,0,0,"2016","earl"
"133",133,"EARL","AL072010","2010-09-04 15:00:00","44.3N","64.5W",180,65,962,180,180,110,100,100,100,70,0,0,0,0,0,"2010","earl"
"134",134,"EARL","AL072010","2010-09-04 19:00:00","46.0N","62.7W",200,60,967,180,200,90,100,100,80,0,0,0,0,0,0,"2010","earl"
"135",135,"EDOUARD","AL052002","2002-09-05 00:00:00","29.4N","81.1W",0,35,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2002","edouard"
"136",136,"EDOUARD","AL052008","2008-08-05 12:00:00","29.6N","94.2W",60,55,996,60,60,45,20,20,0,0,0,0,0,0,157.985,"2008","edouard"
"137",137,"EIGHT","AL082013","2013-09-06 18:00:00","22.3N","97.9W",0,30,1008,0,0,0,0,0,0,0,0,0,0,0,45.276,"2013","eight"
"138",138,"ELENA","AL051985","1985-09-02 13:00:00","30.4N","89.2W",0,100,959,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1985","elena"
"139",139,"EMILY","AL052005","2005-07-14 07:00:00","12.0N","61.8W",0,75,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"2005","emily"
"140",140,"EMILY","AL052005","2005-07-18 06:00:00","20.3N","87.4W",0,115,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,401.908,"2005","emily"
"141",141,"EMILY","AL052005","2005-07-20 12:00:00","24.8N","97.6W",140,110,944,140,110,90,100,100,40,65,60,60,60,40,222.111,"2005","emily"
"142",142,"EMILY","AL062017","2017-07-31 14:00:00","27.5N","82.7W",50,50,1001,20,50,0,0,0,20,0,0,0,0,0,0,"2017","emily"
"143",143,"EMILY","AL121987","1987-09-23 03:00:00","18.3N","71.0W",0,95,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1987","emily"
"144",144,"EMILY","AL121987","1987-09-25 11:00:00","32.3N","64.7W",0,75,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,"1987","emily"
